headline,text,label
Can China's Zhou Guanyu do for F1 what Yao Ming did for basketball?,"As China's first ever full-time Formula One driver, Zhou Guanyu makes a living doing the sort of things many people can only dream about: traveling the world and racing in a fast car.",national
World Cup guide: Teams and players to watch,"In just over 24 hours, Qatar 2022 will burst into life as the host nation takes on Ecuador in the opening game of the World Cup.",national
Why Switzerland built a 2-kilometer long train,"Made up of 100 cars and stretching for 1,906 meters, an electric-powered train has spiraled out of the Swiss mountains to smash a world record as part of celebrations to mark the 175th anniversary of the country's railways.",national
Greek court acquits activists over 2021 protest against Beijing Olympics,"A Greek court has acquitted three activists detained in October 2021 after unfurling banners at the Athens Acropolis opposing the Beijing 2022 Winter Olympics, their lawyer and activists said on Thursday.",national
Today's news in 10 minutes,"November 18, 2022",national
World leaders met all week to address global issues. Putin appears to no longer have a seat at the table,The three major summits of world leaders that took place across Asia in the past week have made one thing clear: Vladimir Putin is now sidelined on the world stage.,national
Opinion: Biden-Xi talks could not have come at a better time,"With democracy looking like it's on firmer ground and key autocracies facing problems, it was an ideal moment for President Joe Biden to speak frankly to China's Xi Jinping about areas of disagreement between the two superpowers, writes Frida Ghitis.",national
China's Xi starts first day at G20 with a whirlwind of meetings with US allies,"After a near three-year absence from the world stage, Chinese leader Xi Jinping has embarked on a whirlwind of face-to-face meetings with Western leaders at the Group of 20 summit in Bali, as he looks to reassert China's global influence.",national
Guangzhou locks down second district as China's Covid outbreak widens,"China's southern metropolis of Guangzhou has locked down a second district, as authorities rush to stamp out a widening Covid outbreak and avoid activating the kind of citywide lockdown that devastated Shanghai earlier this year.",national
How the crypto fallout could affect you,"FTX's bankruptcy filing has left financial backers in the lurch -- and that includes some pension funds. While they had limited exposure to FTX, their inclusion points to a growing but alarming trend that could affect you even if you're not a buyer of crypto.",national
Alibaba's Jack Ma and China's super-rich see billions wiped off fortunes as economy slows,"China's super-rich saw their wealth tumble by the most in over two decades this year, as the Russia-Ukraine war, Beijing's zero-Covid measures and falling mainland and Hong Kong stock markets pummeled fortunes, according to an annual rich list.",national
China's Urumqi to ease Covid lockdown amid public anger over deadly fire,"Chinese authorities said Saturday they would lift a months-long Covid lockdown in the country's far western region of Xinjiang ""in stages"", following protests over a deadly fire at an apartment building in the regional capital of Urumqi.",national
Global population hits 8 billion as growth poses more challenges for the planet,"The world's population will reach 8 billion people on Tuesday, representing a ""milestone in human development"" before birth rates start to slow, according to a projection from the United Nations.",national
Residents 'revolt' over oppressive Covid lockdowns in China's Guangzhou,"Residents under Covid lockdown in China's southern manufacturing hub of Guangzhou have torn down barriers meant to confine them to their homes, taking to the streets in defiance of strictly enforced local orders, according to video and images circulating on s…",national
Taiwan's virtual beauty brand struggles on Wall Street debut - CNN,Taiwan's latest entrant to Wall Street has had a rough ride since it went public a week ago.,national
China's security apparatus swings into action to smother protests,"China's vast security apparatus has moved swiftly to smother mass protests that swept the country, with police patrolling streets, checking cell phones and even calling some demonstrators to warn them against a repeat.",national
Here's why the US has more tornadoes than any other country,"The US averages over 1,150 tornadoes every single year. That's more than any other country in the world. In fact, it's more than Canada, Australia and all European countries combined.",national
The 51 most outlandish lines from Donald Trump's announcement speech,Donald Trump made it official Tuesday night: He is running for president again.,national
"3 takeaways from Biden's trip to summits in Egypt, Cambodia and Indonesia",President Joe Biden arrives in Washington on Wednesday evening after a whirlwind slate of summits across two different continents -- his largest opportunity yet to play diplomat-in-chief among other world leaders in a world reemerging from the Covid-19 pandem…,national
How the midterms could affect Wall Street,"Last week was a volatile one on Wall Street, with stocks falling after Federal Reserve chair Jerome Powell dashed the market's dreams of a pivot and suggested that more big rate hikes are likely coming. But Wall Street is still turning its hopes to Washington.",national
"As countries convene at climate summit in Egypt, reports show the world is wildly off track. Here's what to watch at COP27","At COP27, climate change negotiators from around the world will prod each other to raise their clean energy ambition.",national
"Philippine death toll from storm Nalgae rises to 98, disaster agency says","Philippine President Ferdinand Marcos Jr. is set on Monday to fly over flood-submerged districts to inspect the damage after Tropical Storm Nalgae barreled across the Southeast Asian country over the weekend, killing at least 98 people.",national
Defense Department warns Democrats of 'extensive inaction' on spending bills,"Defense Secretary Lloyd Austin sent four letters to top Democratic leaders asking them to pass a full-year government funding bill, writing in each letter that if they don't it will ""result in significant harm to our people and our programs and would cause ha…",national
Today's news in 10 minutes,"November 3, 2022",national
Over 150 killed in Seoul Halloween crowd surge,"Over 150 people were killed and dozens more hurt in an apparent crowd surge during packed Halloween festivities in Seoul, according to fire authorities. Follow live updates here.",national
Will Erdogan finally deliver on his vow to invade northern Syria?,"Analysts have said that Erdogan had stopped short of acting on his vow to invade because he hadn't secured a green light from Russian President Vladimir Putin, whose country has a large military presence in Syria.",national
Investors have very little to be thankful for in 2022 - CNN,Americans are getting ready to celebrate Thanksgiving. But investors in the United States (and the rest of the world for that matter) don't have much to be grateful for in what is turning out to be a rotten 2022.,national
Europe still can't live without this Russian energy export - CNN,"Europe may be closer than ever to breaking its energy dependence on Moscow, but it still can't live without one type of Russian natural gas.",national
Chinese intel officer sentenced to 20 years in GE corporate espionage case,"A Chinese government intelligence officer, the first to be extradited to the United States for trial, was sentenced to 20 years in prison Wednesday after being convicted last year of multiple charges including conspiracy to commit corporate espionage and atte…",national
China's Singles Day sales could top 1 trillion yuan even as the economy cools,"China's Singles Day is the world's biggest shopping event, known for regularly smashing sales records.",national
Their countries' teams aren't even in the World Cup. So why are these fans traveling to Qatar?,"Despite dystopian accommodation, no beer in stadiums and alleged human rights abuses, even fans with no national team in the competition are heading to the World Cup in Doha.",national
Bank of America CEO says US consumers are keeping the economy afloat,"The CEO of one of the nation's largest banks is preparing for an economic downturn in 2023. But he's also hopeful that the likely recession will be brief and ""mild.""",national
Inflation in Europe drops for the first time in 17 months,"For the first time in 17 months, inflation in Europe is easing.",national
Republican Sen. Tom Cotton decides against 2024 presidential bid,"Republican Sen. Tom Cotton of Arkansas has decided to forgo a 2024 campaign for the GOP presidential nomination, three sources familiar with the matter tell CNN.",national
Foreign visitors flock to Japan after tourism reopening,"The number of foreign visitors to Japan rose to nearly 500,000 in October, the first month it fully reopened to overseas visitors after more than two years of Covid restrictions, more than doubling the volume from September.",national
Stunning images of nature shortlisted for Wildlife Photographer of the Year People's Choice Award,"A playful polar bear cub, two nuzzling red foxes and golden snub-nosed monkeys huddled together are among the shortlisted images for the Wildlife Photographer of the Year People's Choice Award 2022.",national
What the wave of tech layoffs tell us about the economy - CNN,"Friday's jobs report came in strong: the US economy added 261,000 new jobs in October, blowing away analyst expectations of 200,000, even as unemployment ticked up to 3.7%.",national
"Who is Binance founder Changpeng 'CZ' Zhao, the billionaire who wants to 'rebuild' crypto?","Binance founder and CEO Changpeng Zhao is once again in the global spotlight, this time as the self-appointed white knight of crypto as the industry is embroiled in crisis.",national
Crypto is in crisis. It's not just because of FTX,"The stunning downfall of FTX, one of the largest cryptocurrency exchanges, sent shockwaves through the crypto universe last week. Sam Bankman-Fried, the 30-year-old crypto titan and chief executive of FTX, watched billions of his fortune evaporate in a bankru…",national
Where are the unicorns? The IPO market has unraveled this year,"Wall Street bulls may have come thundering back in October as bears appear to have gone into hibernation. But there's another beast, albeit a mythical one, that has been pretty much absent from the stock market all year: Unicorns. There has been little demand…",national
"Top US cyber official says there's no 'specific' threat to elections, but is concerned about harassment and intimidation","There are no ""specific or credible"" threats to disrupt election infrastructure in this year's midterm contests, one of the nation's top cybersecurity officials said Sunday, even as the federal government remains concerned about attempts -- both online and in-…",national
Taiwan's TSMC to bring its most advanced chip manufacturing to Arizona,"Taiwan Semiconductor Manufacturing Company plans to open a second plant in Arizona, and bring its most advanced manufacturing technology to the new factory, the founder of the Taiwanese chip giant said Monday.",national
Gucci creative director Alessandro Michele steps down,"Alessandro Michele has stepped down as Gucci's creative director after almost eight years, a period that saw him help revive and transform the Italian label's fortunes.",national
Hong Kong to ask Beijing to rule on use of foreign lawyers in national security cases,"Hong Kong's leader said he'll ask Beijing to determine whether foreign lawyers can work on national security cases in the city, a move with repercussions for the upcoming trial of jailed pro-democracy media tycoon Jimmy Lai.",national
"A supertall skyscraper is coming to Austin, Texas","There's a well-known saying that everything is bigger in Texas. But so far, that hasn't been the case for the state capital's skyline.",national
Seoul crowd disaster leaves South Korea reeling,"South Korean authorities were on Sunday investigating the crowd surge that killed at least 153 partygoers in Seoul, as the rattled nation attempts to come to terms with one of its worst-ever disasters.",national
Chinese are criticizing zero-Covid — in language censors don't understand,"In many countries, cursing online about the government is so commonplace nobody bats an eye. But it's not such an easy task on China's heavily censored internet.",national
Grocery prices are soaring. But this food favorite is getting cheaper,There's at least one item in the grocery store that is getting less expensive: avocados.,national
What Republicans plan to do with their new House majority,"Winning the House majority, even with a smaller margin than they'd hoped, will give Republicans some newfound power to set the agenda when they take over the chamber in January.",national
"After election season, an investigation season could split the country","After voting concludes Tuesday, look for the dominoes to start falling on a scramble of investigations from the Department of Justice and Republicans in the House of Representatives.",national
"Start your week smart: Ukraine, Powerball, Plane crash, World Series, Aaron Carter",Here's what you need to know to Start Your Week Smart.,national
Opinion: The Fed's rate hikes are already damaging the economy,"Desmond Lachman, a senior fellow at the American Enterprise Institute, writes that the Federal Reserve's rate hikes are already causing considerable economic damage and financial market stress both at home and abroad.",national
Donald Trump is no Grover Cleveland,"Former President Donald Trump wants to do a full Grover Cleveland and match the only US president to lose a presidential election and then rise from the ashes to regain the White House four years later. But in many ways, the two have little in common.",national
"Hong Kong's leader to join China's Xi for APEC, in bid to revive the city's reputation",Hong Kong leader John Lee has arrived at a regional economic summit in Bangkok in the first appearance by the city's chief executive at an international event in nearly three years -- as the Asian financial hub angles for a comeback.,national
The West is struggling to set an oil price cap that hurts Russia,Allies of Ukraine want to put a price limit on Russian oil. But there's a problem: They can't agree on a number that would actually pile pressure on the Kremlin.,national
World Cup makes history with direct flights from Israel to Qatar,"For the first time direct flights from Tel Aviv, Israel to Doha, Qatar will ferry fans to one of the sporting world's biggest events -- and between two countries that have no diplomatic relations.",national
Russians grow more critical as Putin's military operation drags on and sanctions take a toll,"November and December are known as the most depressing months in Moscow. The days are short and dark, and the weather is too cold and wet to be outdoors much but still too warm and rainy to enjoy the real Russian winter.",national
"South Korean authorities say they had no guidelines for Halloween crowds, as families grieve 154 victims","South Korean authorities said Monday they had no guidelines to handle the huge crowds that gathered for Halloween festivities in Seoul, as families in the country and around the world mourn the 154 victims of Saturday night's crowd crush.",national
Exclusive: Kevin McCarthy previews Republicans' plans for the majority -- starting at the border,"House GOP leader Kevin McCarthy is vowing to secure the border, cut back on government spending and launch rigorous investigations into the Biden administration if Republicans win the House on Tuesday, reflecting a mix of priorities as McCarthy will be forced…",national
"In surprise testimony, Oath Keeper apologizes for going into the Capitol on January 6","In a raw and emotional testimony on Wednesday, Jessica Watkins, a member of the Oath Keepers on trial for seditious conspiracy, recounted being dragged into the conspiratorial underbelly of the internet and how she believed she was acting like an American pat…",national
"5 things to know for November 7: Midterms, Storms, Ukraine, Apple, Iran",Here's what else you need to know to Get Up to Speed and On with Your Day,national
Opinion: 'Africa's COP' made some big promises. Here's how to deliver,"As negotiations in the Egyptian resort of Sharm el-Sheikh spilled over into the weekend, there was a significant breakthrough on one of the most fractious elements - creating a fund to help the most vulnerable developing nations hit by climate disasters.",national
'It's now only a question about competency': Stéphanie Frappart to make history as the first woman to referee a men's World Cup match,"When a referee generates column inches, it is normally some indictment of their performance; the result of an uproar after a controversial decision.",national
What Iran's regime learned from its own revolution,"Analysts say it was the Shah's over-reliance on a single security force that contributed to his ouster, and the rulers in Tehran are wary of making the same mistake.",national
Amami Oshima: Japan's UNESCO-listed subtropical island paradise,"Centered around Oshima (""Big Island""), this subtropical archipelago is often referred to as a living fossil, with its unique biodiversity earning it UNESCO World Heritage Site status. Here's how to make the most of a visit to Amami Oshima.",national
"Veterans and scientists fulfill 'no man left behind,' returning long-lost American remains from lonely Pacific WWII battlefield","On a remote Pacific sandbar, replete with the ravages of war, a small group of veterans, volunteers and archeologists are doing their best to keep the enduring promise of ""no man left behind.""",national
Satay and sambal: 12 foods every Indonesia visitor needs to try,Ready to enjoy the overwhelming diversity of Indonesian cuisine? Here are a few dishes that offer a sample of the many delicious flavors on offer in the world's largest archipelagic state.,national
Gulf Arab states can't give up oil. But they can slash their emissions,"As Gulf states tell the world it cannot live without the natural resource that has brought them enormous wealth, the oil and gas producers are embarking on their own clean energy projects at home.",national
"Plant-based milk is better than dairy for the planet, research shows, but nutritionally it's complicated","Do people really need milk, considering the impact of dairy animals on the climate crisis? Here's what the science says.",national
"Speeding tanks, booming howitzers, shaking bones: This is how South Korea sells weapons",The South Korean defense industry believes it has the the weapons to reach President Yoon Suk Yeol's goal of becoming the world's fourth biggest arms exporter. Dozens of militaries are interested.,national
"Opinion: Joe Biden and Elon Musk, at opposite ends of leadership equation","Even after Nancy Pelosi's decision to step down at the age of 82, many of Washington's leaders including President Joe Biden, are octogenarians, or nearly so. In corporate America, ""genius"" is often cited as a substitute for experience. Recent moves at Twitte…",national
"China could have 1,500 nuclear warheads by 2035: Pentagon report","China's stockpile of nuclear warheads has surpassed 400 in a fraction of the time previously estimated by the United States, a major Pentagon report revealed, with Beijing focusing on accelerating its nuclear expansion as it seeks to challenge the US as the w…",national
"Rivers are drying up, but it's not too late to help. Here's where to start","From the Colorado River to the Yangtze River in China, the world has seen a dramatic dry-up this year due to water divergence and extreme weather brought on by climate change.",national
White House treads carefully as protests unfold in China as US tries to mend relations with Beijing,As frustrated demonstrators take to the streets across China to protest the government's draconian Covid-19 restrictions -- prompting rare civil unrest and clashes between the public and officials -- the Biden White House is choosing its words carefully and d…,national
"US is increasing pace of hypersonic development to chase China and Russia, senior admiral says","China and Russia are driving the US to develop hypersonic weapons faster as the Pentagon seeks to increase the pace of testing and research and avoid falling behind, a senior Navy admiral responsible for US efforts said.",national
Kerry: Formal climate talks between US and China have resumed at UN summit,"US climate envoy John Kerry confirmed to CNN that formal climate talks with China have restarted at the UN's COP27 summit in Egypt, lifting a months-long freeze on negotiations",national
"5 things to know for Nov. 14: Midterms, UVA shooting, Air show crash, Trump, China",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
Harris to visit South China Sea Island after Biden's meeting with Xi,"Vice President Kamala Harris will visit the Philippine island of Palawan next week during her trip to Asia, a senior administration official told CNN.",national
"5 things to know for Nov. 30: Rail strike, Jan. 6, Marriage bill, China, Alzheimer's",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
"5 things to know for Nov. 28: Travel delays, China, Gun ban, Idaho stabbings, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
The US-China climate deal was a rare bright spot in an otherwise thorny relationship. Should it be mended?,One of the biggest surprises at last year's United Nations climate summit came in the form of a handshake.,national
US military nuclear chief sounds the alarm about pace of China's nuclear weapons program,"The Commander of US Strategic Command, which oversees the US nuclear weapons program, warned that China is developing nuclear weapons much faster than the US and called the issue a ""near-term problem,"" during a speech at a closed event earlier this week.",national
Fact-checking Trump's 2024 announcement speech,"Former President Donald Trump announced Tuesday that he will run for president in 2024, and he made a variety of false claims during the speech held at his Mar-a-Lago resort and residence.",national
Protests erupt across China in unprecedented challenge to Xi Jinping's zero-Covid policy | CNN,"Protests are erupting across China, including at universities and in Shanghai where hundreds chanted ""Step down, Xi Jinping! Step down, Communist Party!"", in an unprecedented show of defiance against the country's stringent and increasingly costly zero-Covid …",national
Biden to meet Xi on Monday for first high-stakes sit-down with Chinese leader | CNN Politics,"President Joe Biden will meet Chinese leader Xi Jinping face-to-face on Monday, their first in-person encounter since Biden took office and one that will offer a clarifying opportunity for the world's most important bilateral relationship.",national
US Ambassador to UN condemns North Korean missile launches and lack of action by Security Council,"The US Ambassador to the United Nations on Friday condemned both North Korea's missile launches and the lack of action taken by the UN Security Council to address them as ""appalling.""",national
TikTok makes clear European data can be accessed by China-based employees | CNN Business,"TikTok updated its privacy policies for European users on Tuesday, adding explicit disclosures that personal data from the app may be viewed by employees in China.",national
"China's former President Jiang Zemin has died, state media says","Jiang Zemin, the Chinese communist leader who paved the way for the country's emergence as a global superpower, has died, state-run Xinhua news agency announced Wednesday.",national
Biden steps into G20 aiming to unite leaders in opposition to Russia's war on Ukraine,"President Joe Biden is confronting competing issues at home and abroad while he's at the Group of 20 Summit in Bali this week, using the moment on the world's stage to lean into international support for condemning Russia's aggression while also facing the pr…",national
'America's go-to partner': Macron to arrive in DC at key moment in France-US relations,"When President Joe Biden and French President Emmanuel Macron walked into a small holding room on the margins of the Global Fund conference in New York this fall, their aides had only allotted 10 minutes for the two men to briefly touch base.",national
Biden aims to assert American leadership abroad at UN climate summit and G20,"It's a story President Joe Biden tells at nearly every opportunity: last year, meeting his new counterparts at his first international summit, he proudly informed them, ""America is back.""",national
Jordan sends letters to DOJ and FBI previewing what GOP controlled House Judiciary Committee would investigate,"GOP Rep. Jim Jordan of Ohio, who serves as ranking Republican member of the House Judiciary Committee, put the Department of Justice and FBI on notice Wednesday in letters detailing potential investigations if Republicans reclaim the House majority and he is …",national
"Iranian hackers compromise US government network in cryptocurrency generating scheme, officials say","Iranian government-sponsored hackers compromised the network of an unnamed US federal government agency starting in February, stealing passwords on the network and installing software to generate cryptocurrency, US officials said Wednesday.",national
Biden rides midterm validation into high-stakes meeting with Xi,Thirty-seven minutes after wrapping up a late-night gala dinner with Asian leaders -- punctuated by plates of wild Mekong lobster and beef saraman -- an aide handed President Joe Biden the phone.,national
Harris dives into Asian diplomacy amid questions back home about her political future,Vice President Kamala Harris is sticking close to her script when responding to what Democrats hope will once again be their greatest electoral mobilizer: Donald Trump and his third White House bid.,national
Biden to meet with top US allies Japan and South Korea following midterm boost,President Joe Biden landed in Cambodia on Saturday still reveling in midterm election results that have produced an unexpected boost at home for his second two years in office.,national
Russia's war in Ukraine,President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Ukraine in a video speech to G20 leaders. Follow live updates here.President Volodymyr Zelensky presented a 10-point peace plan to end Russia's invasion of Uk,national
How World Cup politics explain the modern world,"Billions of people will watch the World Cup in Qatar, fixated on one of the world's premier sporting festivals. But football's governing body FIFA has also unleashed a political tempest, highlighting moral, business and geopolitical dilemmas shaping the moder…",national
iPhone factory workers in China offered bonuses to return to work,One of Apple's largest suppliers is trying to strike a delicate balance in China.,national
"5 things to know for Nov. 21: Colorado shooting, World Cup, Twitter, Congress, Climate",Here's what else you need to know to Get Up to Speed and On with Your Day.,national
The US-China chip war is spilling over to Europe,"Two European chip deals have run into trouble over their links with China, a sign of concern spreading in the West over potential Chinese control of critical infrastructure.",national
What Mike Pence gets so wrong about Donald Trump,"Mike Pence on Monday condemned Donald Trump for having dinner with White nationalist and Holocaust denier Nick Fuentes and rapper Kanye West, who has voiced a number of antisemitic views of late.",national
Democrat Ryan distances himself from national party in tight Ohio Senate race,"Ohio Democratic Senate candidate Rep. Tim Ryan on Thursday said he doesn't want help from his own national party, telling ""CNN This Morning"" that he doesn't ""really want them at this point.""",national
Why there is so much stoppage time at the 2022 World Cup,"In the past, there have been rumblings of football matches being shortened from their traditional 90-minute length to appeal to a younger generation, one used to digesting content quickly.",national
Lionel Messi and Argentina look to revive World Cup campaign,All eyes will be on Lionel Messi and his Argentina side on Saturday as they look turn around a dreadful start to the World Cup.,national
"Opinion: Sarah Palin lost the battle, but won the war","Former Alaska governor Sarah Palin lost her bid to win a seat in the House, but her political legacy will endure. Palin was a pivotal figure in mainstreaming a new style of Republican politics that ignored traditional guard rails and mobilized working class A…",national
How Ukraine is innovating Soviet-era weapons for a 21st century battleground,"In a basement in eastern Ukraine, young men sit at a long table strewn with laptops, their eyes glued to a television screen an arm's length away.",national
"World Cup 2022: Workers in Gulf state are united in wanting tournament to happen, says Gareth Southgate","England manager Gareth Southgate has a lot on his plate as the World Cup in Qatar grows ever closer. He is trying to turn around an England football team enduring its worst run of form since 1992, while facing an ever-growing injury list. All this as he prepa…",national
Fetterman on debate: 'I thought it was important that I show up',"Pennsylvania Democratic Senate hopeful John Fetterman anticipated that his debate against Republican Mehmet Oz ""wasn't going to be easy"" following a stroke earlier this year but ""thought it was important that I show up,"" he told CNN's Don Lemon in an intervie…",national
Wagner Group boss and Russian oligarch Yevgeny Prigozhin applauds murder of former fighter,"Russian oligarch Yevgeny Prigozhin, whose Wagner Group is heavily involved in the fighting in Ukraine, has applauded a video in which a former member of the group is brutally murdered.",national
"Is the economy improving? Days before the midterms, no one has a good answer","As the United States prepares for pivotal midterm elections, a raft of conflicting headlines — layoffs at Big Tech, volatile stock markets, a central bank hell-bent on bringing the pain to tackle inflation — are muddying the answer to a simple question: Is th…",national
Analysis: Midterm elections present a big test for newsrooms in the era of election lies and misinformation,The first major test of the election denialism era has arrived.,national
Five global stories Meanwhile is watching as we wait for US midterm election results,"The world is waiting to assess the impact of the next wild turn in the politics of the United States, a power that sought to guarantee global stability for decades but whose internal politics make it increasingly a force for unpredictability and disruption.",national
US-China meeting lays groundwork for stronger economic ties,"Officials attending the first US-China summit under the new Biden administration in March 2021 exchanged undiplomatic words, highlighting a tense relationship between the world's two largest economies grappling with a simmering trade war.",national
"After returning from war, Ukrainian MMA fighter Yaroslav Amosov looks to defend his world title","Six months ago, world champion MMA fighter Yaroslav Amosov should have been defending his welterweight title at Bellator 281 in London. Instead, the Ukrainian had returned to his homeland to help in the war effort following Russia's invasion on February 24.",national
Their countries' teams aren't even in the World Cup. So why are these fans traveling to Qatar?,"Despite dystopian accommodation, no beer in stadiums and alleged human rights abuses, even fans with no national team in the competition are heading to the World Cup in Doha.",national
"Great Barrier Reef should be placed on the 'in danger' list, UN-backed report shows","The Great Barrier Reef should be added to the list of world heritage sites that are ""in danger"", a team of scientists concluded after conducting a mission to the world's largest coral reef system.",national
"Speeding tanks, booming howitzers, shaking bones: This is how South Korea sells weapons",The South Korean defense industry believes it has the the weapons to reach President Yoon Suk Yeol's goal of becoming the world's fourth biggest arms exporter. Dozens of militaries are interested.,national
"South Korean authorities say they had no guidelines for Halloween crowds, as families grieve 154 victims","South Korean authorities said Monday they had no guidelines to handle the huge crowds that gathered for Halloween festivities in Seoul, as families in the country and around the world mourn the 154 victims of Saturday night's crowd crush.",national
Exclusive: Kevin McCarthy previews Republicans' plans for the majority -- starting at the border,"House GOP leader Kevin McCarthy is vowing to secure the border, cut back on government spending and launch rigorous investigations into the Biden administration if Republicans win the House on Tuesday, reflecting a mix of priorities as McCarthy will be forced…",national
Xi Jinping has secured his power at home. Now he's stepping back out on the international stage,"After securing his iron grip on power in a leadership reshuffle late last month, Chinese leader Xi Jinping is now moving back onto the world's stage -- in person -- in an apparent bid to bolster China's standing amid rising tensions with the West.",national
"Permanent Daylight Saving Time will hurt our health, experts say","Daylight Saving Time all year round? There's a push by the US Senate to make it so, but it's a terrible idea that may ruin our health, sleep experts say.",national
Opinion: Five lessons of election week,"Voters had their say, making clear that for many, the future of democracy and abortion rights ranked high as issues, that extremism worries them and that despite President Joe Biden's low approval rating, they are even more likely to disapprove of former Pres…",national
Trump offers a dark vision voters have already rejected as he launches his 2024 campaign,"It's American carnage, round three.",national
Opinion: The risky and lonely path for women in sports,"Sports historian Amy Bass looks at situations ranging from Brittney Griner's plight to the sickening report of abuses in the National Women's Soccer League and asks: If these elite athletes -- the owners of these bodies who fly and soar, slam and hit, climb a…",national
Opinion: Joe Biden's Corvette challenge,"After losing a light-hearted race in his sportscar, President Biden faces another rematch -- with American voters in the midterm election on Nov. 8. History is not on his side, given that the president's party usually loses seats in Congress.",national
"Russia to build attack drones for Ukraine war with the help of Iran, intelligence assessment says","Iran and Russia have reached an agreement to begin the production of attack drones in Russia, according to a new intelligence assessment from a country that closely monitors Iran's weapons program.",national
"Russia postpones nuclear arms control talks with US, State Department says","The Biden administration is blaming Russia for postponing meetings to discuss the nuclear arms agreement between the two countries that were scheduled to begin in Egypt on Tuesday, with a State Department spokesperson saying the decision was made ""unilaterall…",national
Russia suspends 'partial mobilization' of citizens for Ukraine war,"Russia has now announced a stop to its ""partial mobilization"" of citizens to fight in the country's war on Ukraine.",national
Russia orders withdrawal of forces from Kherson's west bank,"Russia has ordered a withdrawal of forces from the west bank of the Dnipro River in the Kherson region after successful Ukrainian advances, Russian state media has reported.",national
Sabotage of military helicopters deep inside Russia purportedly shown on video,Video has emerged purporting to show a man preparing and planting explosives on a Russian military helicopter at an airbase deep inside Russia.,national
Russian missiles bombard cities across Ukraine,Russia launched a barrage of missile strikes at Ukrainian cities on Monday as it ramped up its attacks on infrastructure facilities across the country.,national
Russian missile strikes overshadow cyberattacks as Ukraine reels from blackouts,"Russia has pummeled Ukrainian cities with missile and drone strikes for much of the past month, targeting civilians and large swaths of the country's critical infrastructure.",national
US and Russia to meet in Egypt to discuss key nuclear arms control agreement later this month,Officials from the United States and Russia will meet in Egypt from November 29 to December 6 to discuss a key nuclear arms control agreement.,national
US officials divided over new intelligence suggesting Russian military discussed scenarios for using nuclear weapons,"Russian military officials have discussed how and under what conditions Russia would use a tactical nuclear weapon on the battlefield in Ukraine, according to a US intelligence assessment described to CNN by multiple sources who have read it.",national
Russia's war in Ukraine,"Iran publicly acknowledged for the first time that it supplied a ""limited"" number of drones to Russia. Tehran had denied Western intelligence on the weapons for weeks. Follow live updates here.",national
Russia's war in Ukraine,The battle for the southern region of Kherson is intensifying as Ukrainian forces press forward and Russia increases pressure on residents to leave their homes. Follow live updates here.,national
US and Russia agree hold to talks on nuclear treaty for first time since Ukraine war began,"The US and Russia have agreed to hold talks on the single existing nuclear treaty between the two countries in the near future, State Department spokesperson Ned Price said on Tuesday.",national
US considering designating Russian mercenary group as a foreign terrorist organization,"The Biden administration is considering designating the Wagner Group, a Russian private military group, as a foreign terrorist organization amid ongoing efforts to impose costs on Russia for the Ukraine war, a US official said.",national
Russia's war in Ukraine,"Russia suspended its participation in a grain deal viewed as key to addressing the global food shortage. In the eastern Luhansk region, Ukraine took control of a key highway. Follow live updates here.",national
"US is increasing pace of hypersonic development to chase China and Russia, senior admiral says","China and Russia are driving the US to develop hypersonic weapons faster as the Pentagon seeks to increase the pace of testing and research and avoid falling behind, a senior Navy admiral responsible for US efforts said.",national
"Brittney Griner has been transferred to a penal colony in western Russia, her lawyers say","American basketball star Brittney Griner has been transferred to a penal colony in Yavas, in the western Russian region of Mordovia, her lawyers said Thursday, ending days of speculation over her whereabouts.",national
First on CNN: US accuses North Korea trying to hide shipments of ammunition to Russia,The United States is accusing North Korea of secretly supplying Russia with a significant number of artillery shells for use in the Ukraine war and is trying to hide the shipments by making it appear as if the ammunition is being sent to countries in the Midd…,national
"Exclusive: Iran is seeking Russia's help to bolster its nuclear weapons program, US intel officials believe","Iran is seeking Russia's help to bolster its nuclear weapons program, US intelligence officials believe, as Tehran looks for a backup plan should a lasting nuclear deal with world powers fail to materialize.",national
"Iran is preparing to send additional weapons including ballistic missiles to Russia to use in Ukraine, western officials say","Iran is preparing to send approximately 1,000 additional weapons, including surface-to-surface short range ballistic missiles and more attack drones, to Russia to use in its war against Ukraine, officials from a western country that closely monitors Iran's we…",national
CIA Director Bill Burns to meet with Russian counterpart Monday,"CIA Director Bill Burns is meeting with his Russian intelligence counterpart, Sergey Naryshkin, in Ankara Monday as part of an ongoing effort by the US to ""communicate with Russia on managing risk"" and to discuss the cases of ""unjustly detained US citizens,"" …",national
Ukraine battles to restore power after Russian strikes leave 'vast majority' of people without electricity,"Ukraine raced to restore power across the country on Thursday, a day after Russia sent a new barrage of missiles to target critical infrastructure, resulting in the temporary shutdown of most of its power plants and leaving the ""vast majority"" of people witho…",national
Biden administration working to clean up Milley remarks on Ukraine diplomacy,"The Biden administration is working to reassure the Ukrainian government, outside experts, and former US officials that it will not push Ukraine to imminently seek a diplomatic outcome to the war with Russia after the most senior US general publicly pushed fo…",national
