,text,date,headline,label,ner,ner_labels
1952,"strong>Oil prices dropped to their lowest in three months on Monday despite OPEC efforts to curb crude output, dragged down as U.S. drillers kept adding rigs.</strongBrent crude had by 0011 GMT (8:11 p.m. ET) fallen 42 cents, or 0.82 percent, to its lowest since Nov. 30 at $50.95 per barrel. It closed the previous session down 1.6 percent at $51.37 a barrel.U.S. West Texas Intermediate crude (WTI) declined 50 cents, or 1.03 percent, to $47.99 a barrel, its weakest since Nov.29.U.S. drillers added oil rigs for an eighth consecutive week, Baker Hughes said on Friday, as energy companies increased spending to take advantage of a recovery in crude prices since the Organization of the Petroleum Exporting Countries (OPEC) agreed to cut output late last year.OPEC and other major oil producers including Russia reached a landmark agreement last year to cut production by almost 1.8 million barrels per day (bpd) during the first half of 2017.Overshadowing the cuts, crude inventories in the United States, the world's top oil consumer, surged last week by 8.2 million barrels. <br/> <br/> ""With the market still digesting the big increase in inventories, oil prices are likely to remain under pressure today,"" ANZ bank said in a note.Hedge funds and other money managers cut their net long U.S. crude futures and options positions in the week to March 7, according to data from the U.S. Commodity Futures Trading Commission (CFTC) on Friday.",3/13/2017,Oil prices hit three month low as US rig count climb,business,"['OPEC', 'U', '.', 'S', '.', 'GMT', 'U', '.', 'S', '.', 'West', 'Texas', 'Intermediate', 'WTI', 'U', '.', 'S', '.', 'Baker', 'Hughes', 'Organization', 'of', 'the', 'Petroleum', 'Exporting', 'Countries', 'OPEC', 'OPEC', 'Russia', 'United', 'States', 'ANZ', 'U', '.', 'S', '.', 'U', '.', 'S', '.', 'Commodity', 'Futures', 'Trading', 'Commission', 'CFTC']","['I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
1953,"strong>WASHINGTON: A company owned by the family of President Donald Trump´s son-in-law, Jared Kushner, is set to receive more than $400 million from a Chinese firm that is investing in its Manhattan office tower, Bloomberg reported Monday.</strongThe Kushner Companies deal with Anbang Insurance Group for the property at 666 Fifth Avenue is worth $4 billion, with real estate experts calling it an unusually favorable deal for the Kushners, the report said.It would value the 41-story tower at $2.85 billion, the most ever for a single building in wealthy Manhattan.Anbang has ""murky links to the Chinese power structure"" and its previous investments in the United States have raised concerns over national security, Bloomberg said.The investment deal gives Kushner Companies a cash payout, an equity stake in a new partnership and refinancing of $1.14 billion in existing mortgage debt, said Bloomberg, which obtained details of the agreement which is being circulated to attract other investors.A large chunk of a $250 million loan will be forgiven, allowing it to be cleared for $50 million, the report said.Kushner Companies spokesman James Yolles was reported as saying that Jared Kushner has sold his stake in 666 Fifth Avenue so there is no conflict of interest.Kushner, the husband of Trump´s daughter Ivanka, stepped away from his business interests in property development and magazine publishing to take on a role as Trump´s senior advisor.",3/14/2017,Trump son in law 4 bn deal Chinese company,business,"['WASHINGTON', 'Donald', 'Trump´s', 'Jared', 'Kushner', 'Chinese', 'Manhattan', 'Bloomberg', 'Kushner', 'Companies', 'Anbang', 'Insurance', 'Group', 'Fifth', 'Avenue', 'Kushners', 'Manhattan', 'Anbang', 'Chinese', 'United', 'States', 'Bloomberg', 'Kushner', 'Companies', 'Bloomberg', 'Kushner', 'Companies', 'James', 'Yolles', 'Jared', 'Kushner', 'Fifth', 'Avenue', 'Kushner', 'Trump´s', 'Ivanka', 'Trump´s']","['I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-MISC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-LOC', 'I-ORG', 'I-MISC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER']"
1954,"strong>RIYADH: Saudi Arabia is committed to stabilising the global oil market, the energy ministry of the world´s biggest oil exporter said on Tuesday, as prices fell below $48 a barrel.</strongOPEC and non-OPEC countries last year pledged to reduce output by around 1.8 million barrels per day (bpd) as part of a concerted effort to curb a global oil glut.Saudi Arabia ""is committed and determined to stabilise the global oil market by working closely with all other participating OPEC and non-OPEC producers"", the energy ministry said in a statement.An OPEC report released Tuesday said that Saudi Arabia reported an increase in oil production for February, saying it pumped 10.011 million bpd last month, up from 9.748 million bpd in January.But the energy ministry said the amount of crude it supplied to the market in February was 9.9 million bpd, down from 9.99 in January.""The difference between what the market observes as production, and the actual supply levels in any given month, is due to operational factors that are influenced by storage adjustments and other month to month variables,"" it said.Kuwaiti Oil Minister Essam al-Marzouk, head of a committee overseeing the decreases in oil production, said last week that OPEC compliance with the output reductions had exceeded the target because of higher Saudi cuts, but non-OPEC compliance has been modest.",3/15/2017,Saudi says committed to oil market stability,business,"['Saudi', 'Arabia', 'OPEC', 'Saudi', 'Arabia', 'OPEC', 'OPEC', 'OPEC', 'Saudi', 'Arabia', 'Kuwaiti', 'Oil', 'Essam', 'al', '-', 'Marzouk', 'OPEC', 'Saudi', 'OPEC']","['I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-ORG', 'I-MISC', 'I-ORG']"
1955,"strong>BEIJING: Beijing's last large coal-fired power plant suspended operations on Saturday, meaning the capital has become China's first city with all its power plants fueled by clean energy.</strongThe Huangneng Beijing Thermal Power Plant was built up and put into operation in June 1999. It has five coal-fired units with a total installed capacity of 845,000 kilowatts and heating capacity of 26 million square meters.Du Chengzhang, general manager of the plant, said it is an efficient and environmental friendly plant with advanced emission treatment equipment. The plant has provided important support to the stable operation of Beijing's electric power system and the heat-supply system.After the suspension of the plant, about 1.76 million tonnes of coal, 91 tonnes of sulfur dioxide and 285 tonnes of nitrogen oxide emissions will be cut annually.According to a clean air plan by Beijing from 2013 to 2017, Beijing will build four gas thermal power centers and shut down the four large coal-fueled thermal power plants during the period.Another three plants which used to consume over 6.8 million tonnes of coal each year were closed in 2014 and 2015.Du said Huangneng will prepare to serve as an emergency heat source for the capital's heating system after operations cease.Three of the four gas thermal power have already been built and are in use.Beijing has 27 power plants, all fueled by clean energy with a total installed capacity of 11.3 million kilowatts.According to the city's plan, Beijing will build no more large-scale power plants.",3/19/2017,Beijing becomes Chinas first city with all clean energy power ,business,"['Beijing', 'China', 'Huangneng', 'Beijing', 'Thermal', 'Plant', 'Du', 'Chengzhang', 'Beijing', 'Beijing', 'Beijing', 'Du', 'Huangneng', 'Beijing', 'Beijing']","['I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-LOC', 'I-LOC', 'I-LOC']"
1956,"strong>WASHINGTON: The World Bank on Sunday announced $57 billion in financing for sub-Saharan Africa over the next three fiscal years.</strongOf that total, $45 billion will come from the International Development Association, the World Bank fund that provides grants and interest-free loans for the world´s poorest countries.The package will also feature an estimated $8 billion in private sector investments from the International Finance Corporation, a private-sector branch of World Bank, and $4 billion will come from the International Bank for Reconstruction and Development, the bank´s unit for middle-income nations, World Bank president Jim Yong Kim said in a statement.Germany, which hosted a meeting of the G20 countries Friday and Saturday, said that a partnership called ""Compact with Africa"" would be a priority of its presidency this year of that club of powerful nations. Of all the countries in Africa, only South Africa is a G20 member.""This represents an unprecedented opportunity to change the development trajectory of the countries in the region,"" Kim said.""With this commitment, we will work with our clients to substantially expand programs in education, basic health services, clean water and sanitation, agriculture, business climate, infrastructure and institutional reform,"" he added.Kim left for Rwanda and Tanzania on Sunday in a show of World Bank support for the entire region.The new financing from the International Development Association will target 448 projects that are already underway in sub-Saharan Africa. The region accounts for more than half of the countries eligible for this kind of financing from the IDA, the bank said.",3/20/2017,World Bank announces 57 bln in financing for Afri,business,"['WASHINGTON', 'World', 'Bank', 'sub', '-', 'Saharan', 'Africa', 'International', 'Development', 'Association', 'World', 'Bank', 'International', 'Finance', 'Corporation', 'World', 'Bank', 'International', 'Bank', 'for', 'Reconstruction', 'and', 'Development', 'World', 'Bank', 'Jim', 'Yong', 'Kim', 'Germany', 'G20', 'Compact', 'Africa', 'Africa', 'South', 'Africa', 'G20', 'Kim', 'Kim', 'Rwanda', 'Tanzania', 'World', 'Bank', 'International', 'Development', 'Association', 'sub', '-', 'Saharan', 'Africa', 'IDA']","['I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG']"
1957,"strong>RIYADH/DUBAI: Saudi Arabia plans to tighten restrictions on foreign workers to pressure companies into hiring more Saudi citizens and reduce unemployment among Saudis, government sources said on Monday.</strongThe new policy could help the kingdom achieve one goal of economic reforms launched last year to ease joblessness among Saudis from the current 12.1 percent to 9 percent by 2020.But by making it harder for firms to employ low-paid foreign workers, thereby raising costs, the policy may complicate other aspects of the reform drive such as developing private sector businesses and diversifying the economy beyond oil.The new rules could potentially affect large numbers of people since about 12 million foreigners work in Saudi Arabia, doing many of the strenuous, dangerous and lower-paid jobs shunned by 20 million Saudi citizens. About two-thirds of Saudi workers are employed by the public sector.Under a program launched in 2011 and known as Nitaqat, the Labor Ministry grades firms according to the ratios of Saudis in their workforces. Companies with higher ratios get preferential treatment when obtaining visas for foreign workers or licenses; those in lower categories face penalties.Under the new policy, construction firms with between 500 and 2,999 workers would have to employ 100 percent Saudis to be in the top ""platinum"" category; if they employ 10 percent, they are rated ""lower green"". This compares to current levels of 16 percent for platinum and 6 percent for lower green.In the retail sector, a large company's current percentages are 35 percent for platinum and 24 percent for lower green. This would rise to 100 percent for platinum and 35 percent for lower green, according to an official document seen by Reuters.Policy will also tightened in many other sectors, according to the document, which lists more than 60 industries in which restrictions will be applied.Some change is already occurring in Saudi employment practice, with many citizens now working as cashiers and sales people in retail shops - the sort of jobs previously seen as undesirable. But there is still a scarcity of Saudis willing and qualified to work in the construction sector.The tighter policy has been approved by Labor Minister Ali bin Nasser al-Ghafis, the sources said. It is scheduled to take effect on Sept. 3, one source said, declining to be named because an official announcement has not yet been made.",3/21/2017,Saudis to tighten curbs on foreign workers in local jobs pu,business,"['RIYADH', 'Saudi', 'Arabia', 'Saudi', 'Saudis', 'Saudis', 'Saudi', 'Arabia', 'Saudi', 'Saudi', 'Nitaqat', 'Labor', 'Ministry', 'Saudis', 'Saudis', 'Reuters', 'Saudi', 'Saudis', 'Nasser']","['I-ORG', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'I-ORG', 'I-MISC', 'I-MISC', 'I-PER']"
1958,"strong>BEIJING: A Chinese rail company has won a contract in the United States recently despite President Donald Trumps America First campaign and promise to support local industry.</strongTrain and rail equipment manufacturer, China Railway Rolling Stock Corp won the contract beating Canadas Bombardier Inc and South Koreas Hyundai Rotem.Philadelphia city government on Thursday approved the purchase of 45 multilevel coaches from the Chinese train giant's subsidiary, CRRC MA, for its regional rail network, Peoples Daily reported Saturday.The contract award was based on technical ratings and pricing, said the authority, with CRRC's proposal offering the best value. The multilevel coaches will meet ""Buy America"" requirements, with 60 percent or more of the parts, labor and fabrication done in the US.CRRC MA came in with a low bid of $137.5 million, easily besting competitors Bombardier, which bid $171.5 million and the $187.8 million bid by Hyundai Rotem.CRRC MA's deal includes an option for 10 more cars, which, if exercised, would result in the contract's value rising to $161 million, still below the base bids by Bombardier and Hyundai Rotem.The first of the coaches are expected to be delivered in late 2019. They will be paired with SEPTA's new electric locomotives, which are being built by Siemens of Germany.<br/>The multilevel coaches will be produced primarily at CRRC MA's main US manufacturing facility in Springfield, Massachusetts.It is the latest win for CRRC. Last week, CRRC Sifang America broke ground in Chicago for a $100 million plant that will build railcars for the city's transit authority.",3/25/2017,Chinese train manufacturer wins railcar bid in US,business,"['BEIJING', 'Chinese', 'United', 'States', 'Donald', 'Trumps', 'America', 'First', 'China', 'Railway', 'Rolling', 'Stock', 'Corp', 'Canadas', 'Bombardier', 'Inc', 'South', 'Koreas', 'Hyundai', 'Rotem', 'Philadelphia', 'Chinese', 'CRRC', 'MA', 'Peoples', 'Daily', 'CRRC', 'America', 'US', 'CRRC', 'MA', 'Bombardier', 'Hyundai', 'Rotem', 'CRRC', 'MA', 'Bombardier', 'Hyundai', 'Rotem', 'SEPTA', 'Siemens', 'Germany', 'CRRC', 'MA', 'US', 'Springfield', 'Massachusetts', 'CRRC', 'CRRC', 'Sifang', 'America', 'Chicago']","['I-ORG', 'I-MISC', 'I-LOC', 'I-LOC', 'I-PER', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC']"
1959,"strong>BEIJING: Former Prime Minister, Shaukat Aziz said on Sunday that the relationship between Pakistan and China has stood the test of time and the two countries are looking to deepen that relationship through the Belt and Road Initiative.</strongThe two countries have maintained a close friendship based on mutual respect, peace and harmony and the relationship is not against any third country, Aziz told China Daily on the sidelines of the Boao Forum for Asia in Hainan province.He said, the two countries already have cooperated closely on multiple infrastructure projects under the Belt and Road Initiative and will on more projects that will take place in the future.Shaukat Aziz said, the Belt and Road Initiative have strengthened the links between China and Pakistan in the areas of telecommunication, transport and digitalization.Aziz also expressed high expectations of Chinese President Xi Jinping, who he sees as a great leader and man of peace who is doing what it takes to move China forward.",3/26/2017,Pak China relations not against any third country Shaukat Aziz,business,"['Shaukat', 'Aziz', 'Pakistan', 'China', 'Belt', 'and', 'Road', 'Initiative', 'Aziz', 'China', 'Daily', 'Boao', 'Asia', 'Hainan', 'Belt', 'and', 'Road', 'Initiative', 'Shaukat', 'Aziz', 'Belt', 'and', 'Road', 'Initiative', 'China', 'Pakistan', 'Aziz', 'Chinese', 'Xi', 'Jinping', 'China']","['I-PER', 'I-PER', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-PER', 'I-LOC', 'I-ORG', 'I-MISC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-ORG', 'I-MISC', 'I-MISC', 'I-PER', 'I-PER', 'I-MISC', 'I-ORG', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-PER', 'I-MISC', 'I-PER', 'I-PER', 'I-LOC']"
1960,"strong>WASHINGTON: Uber has grounded its fleet of self-driving cars pending an investigation into the crash of an Uber autonomous vehicle in Arizona, a spokesperson for the car-hailing service said Sunday.</strongNo one was seriously injured in the accident which occurred Friday in Tempe, Arizona while the vehicle -- a Volvo SUV -- was in self-driving mode, the company said.""We are continuing to look into this incident and can confirm we had no backseat passengers in the vehicle,"" the Uber spokesperson said.The accident occurred when the other vehicle ""failed to yield"" while making a left turn, Tempe police spokeswoman Josie Montenegros said.""The vehicles collided causing the autonomous vehicle to roll onto it´s side. There were no serious injuries,"" she said.Self-driving Uber vehicles always have a driver who can take over the controls at any time.Montenegro said it was uncertain whether the Uber driver was controlling the vehicle at the time of the collision.The company grounded its self-driving vehicles in Arizona after the accident, and then followed up on Saturday pulling them off the road in Pittsburg and San Francisco, the two other locations where it operates self-driving vehicles, the company said.The car-hailing service has been dented by a series of bad news stories, including disclosures about a culture of sexism, cut-throat workplace tactics and covert use of law enforcement-evading software.A number of executives have left the company in recent weeks, including president Jeff Jones, as troubles have mounted.Advocates of self-driving cars say that they can cut down on deadly traffic accidents by eliminating human error.But there have been accidents, including a fatality in Florida in May when a truck struck a speeding Tesla that was on autopilot.An investigation found no safety-related defects with the autopilot system, but concluded that the driver may have had time to avert the crash if he had been paying closer attention.",3/26/2017,Uber grounds self driving cars after accid,business,"['Uber', 'Uber', 'Arizona', 'Tempe', 'Arizona', 'Volvo', 'SUV', 'Uber', 'Tempe', 'Josie', 'Montenegros', 'Uber', 'Montenegro', 'Uber', 'Arizona', 'Pittsburg', 'San', 'Francisco', 'Jeff', 'Jones', 'Florida', 'Tesla']","['I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-PER', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG']"
1961,"Prime Minister Nawaz Sharif has proposed establishment of a Pakistan-Kuwait Joint Business Council for promotion of trade relations between the two countries.He was talking to Prime Minister of Kuwait Sheikh Jaber Al Mubarak Al-Hamad at Bayan Palace in Kuwait on Tuesday.The Prime Minister pointed out that Pakistan and Kuwait have been economic and trade partners for long and Pakistan wished to further enhance its relations with Kuwait in all spheres. The Joint Ministerial Commission provides the best platform to take stock of bilateral cooperation in various economic sectors and setting new benchmarks to carry this cooperation forward.Referring to the level of bilateral trade between the two countries, the prime minister reiterated that this needed to be further enhanced to its fullest potential. Encouraging greater private sector interaction could enhance the existing level of trade as well as bridge the imbalance in existing trade patterns.Nawaz Sharif said over 114,000 Pakistanis live in Kuwait which was evidence of the strong ties existing between the two countries. It also confirmed the immense importance that Pakistan attaches to relations with Kuwait.Nawaz Sharif also emphasized the importance of early resumption of GCC- Pakistan Free Trade Agreement negotiations with the support of Kuwait and most importantly spoke of the need for lifting of visa restrictions as it would remove a major hurdle in freedom of movement for the business community.He stressed that Pakistan was an investment friendly country and an attractive destination for foreign investors, due to its liberal investment policy and high rate of return.There are ample opportunities for investors, with one hundred percent equity or joint ventures in Pakistan. Over 1,000 leading multinational companies are currently successfully operating in various sectors of our economy.The Prime Minister said there were a number of energy and infrastructure development projects in Pakistan that could be considered by foreign investors. He said we would welcome further investments from Kuwait in mega infrastructure and energy projects being undertaken in Pakistan.Earlier, Nawaz Sharif was accorded a warm welcome upon arrival at the Bayan Palace with Guard of Honor.Meanwhile, talking to Speaker of Kuwaiti Parliament Marzouq Al-Ghanim in Kuwait City, the Prime Minister emphasized the need for greater parliamentary exchanges between Pakistan and Kuwait.He said these exchanges will enhance relations between the two countries.Speaker Marzouq briefed the Prime Minister about the proceeding of Kuwaiti Parliament.",3/7/2017,PM Nawaz proposes establishment of Pakistan Kuwait joint business counci,business,"['Nawaz', 'Sharif', 'Pakistan', '-', 'Kuwait', 'Business', 'Council', 'Kuwait', 'Jaber', 'Al', 'Mubarak', 'Al', '-', 'Hamad', 'Bayan', 'Palace', 'Kuwait', 'Pakistan', 'Kuwait', 'Pakistan', 'Kuwait', 'Joint', 'Ministerial', 'Commission', 'Nawaz', 'Sharif', 'Pakistanis', 'Kuwait', 'Pakistan', 'Kuwait', 'Nawaz', 'Sharif', 'GCC', '-', 'Pakistan', 'Free', 'Trade', 'Agreement', 'Kuwait', 'Pakistan', 'Pakistan', 'Pakistan', 'Kuwait', 'Pakistan', 'Nawaz', 'Sharif', 'Bayan', 'Palace', 'Guard', 'Honor', 'Kuwaiti', 'Parliament', 'Marzouq', 'Al', 'Ghanim', 'Kuwait', 'City', 'Pakistan', 'Kuwait', 'Marzouq', 'Kuwaiti', 'Parliament']","['I-PER', 'I-PER', 'I-LOC', 'I-MISC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-LOC', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-MISC', 'I-MISC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-PER', 'I-LOC', 'I-ORG']"
1962,"MOSCOW: Russia and Turkey signed a memorandum on Friday creating a joint investment fund into which each country will invest up to $500 million.The Russian Direct Investment Fund (RDIF) and Türkiye Wealth Fund (TWF) signed the memorandum in the presence of Russian President Vladimir Putin and Turkish President Tayyip Erdogan during a visit by Erdogan to Moscow.""A common approach to the investment process will promote the development of economic cooperation and make it more effective. RDIF and TWF are already in talks on a number of potential joint investment projects,"" Kirill Dmitriev, the head of the Russian fund said in a statement.The joint fund is one of the first international initiatives of the newly established Türkiye Wealth Fund, Mehmet Bostan, its chief executive, said in the same statement.RDIF and TWF did not elaborate on the sectors into which the fund would invest. Russia's Kommersant newspaper reported earlier on Friday that the new fund would invest in healthcare and tourism.",3/10/2017,Russia Turkey create investment fund for up 1 billi,business,"['MOSCOW', 'Russia', 'Turkey', 'Russian', 'Direct', 'Investment', 'Fund', 'RDIF', 'Türkiye', 'Wealth', 'Fund', 'TWF', 'Russian', 'Vladimir', 'Putin', 'Turkish', 'Tayyip', 'Erdogan', 'Erdogan', 'Moscow', 'RDIF', 'TWF', 'Kirill', 'Dmitriev', 'Russian', 'Türkiye', 'Wealth', 'Fund', 'Mehmet', 'Bostan', 'RDIF', 'TWF', 'Russia', 'Kommersant']","['I-ORG', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-MISC', 'I-PER', 'I-PER', 'I-MISC', 'I-PER', 'I-PER', 'I-PER', 'I-LOC', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-MISC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-PER', 'I-PER', 'I-ORG', 'I-ORG', 'I-LOC', 'I-ORG']"
1963,"strong>Oil prices dropped to their lowest in three months on Monday despite OPEC efforts to curb crude output, dragged down as U.S. drillers kept adding rigs.</strongBrent crude had by 0011 GMT (8:11 p.m. ET) fallen 42 cents, or 0.82 percent, to its lowest since Nov. 30 at $50.95 per barrel. It closed the previous session down 1.6 percent at $51.37 a barrel.U.S. West Texas Intermediate crude (WTI) declined 50 cents, or 1.03 percent, to $47.99 a barrel, its weakest since Nov.29.U.S. drillers added oil rigs for an eighth consecutive week, Baker Hughes said on Friday, as energy companies increased spending to take advantage of a recovery in crude prices since the Organization of the Petroleum Exporting Countries (OPEC) agreed to cut output late last year.OPEC and other major oil producers including Russia reached a landmark agreement last year to cut production by almost 1.8 million barrels per day (bpd) during the first half of 2017.Overshadowing the cuts, crude inventories in the United States, the world's top oil consumer, surged last week by 8.2 million barrels. <br/> <br/> ""With the market still digesting the big increase in inventories, oil prices are likely to remain under pressure today,"" ANZ bank said in a note.Hedge funds and other money managers cut their net long U.S. crude futures and options positions in the week to March 7, according to data from the U.S. Commodity Futures Trading Commission (CFTC) on Friday.",3/13/2017,Oil prices hit three month low as US rig count climb,business,"['OPEC', 'U', '.', 'S', '.', 'GMT', 'U', '.', 'S', '.', 'West', 'Texas', 'Intermediate', 'WTI', 'U', '.', 'S', '.', 'Baker', 'Hughes', 'Organization', 'of', 'the', 'Petroleum', 'Exporting', 'Countries', 'OPEC', 'OPEC', 'Russia', 'United', 'States', 'ANZ', 'U', '.', 'S', '.', 'U', '.', 'S', '.', 'Commodity', 'Futures', 'Trading', 'Commission', 'CFTC']","['I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
